,sugar_world,sugar_world_past_ma12
69,0.0428,0.051691666666666664
70,0.0377,0.048850000000000005
71,0.0383,0.04595
72,0.0531,0.04421666666666666
73,0.0489,0.044366666666666665
74,0.0472,0.044474999999999994
75,0.0452,0.04395833333333333
76,0.045,0.04345833333333333
77,0.037,0.043075
78,0.0379,0.04272499999999999
79,0.0359,0.04248333333333334
80,0.0329,0.042333333333333334
81,0.0337,0.041825
82,0.0311,0.04106666666666666
83,0.0298,0.040516666666666666
84,0.0287,0.03980833333333333
85,0.037,0.037774999999999996
86,0.0346,0.036783333333333335
87,0.0452,0.03573333333333333
88,0.056,0.03573333333333333
89,0.0547,0.03665
90,0.037,0.038125
91,0.0362,0.03805
92,0.037,0.038075000000000005
93,0.0428,0.03841666666666667
94,0.0485,0.039175
95,0.047,0.040625
96,0.0467,0.042058333333333336
97,0.0461,0.04355833333333333
98,0.0417,0.044316666666666664
99,0.0388,0.044908333333333335
100,0.0414,0.044375
101,0.0384,0.04315833333333333
102,0.0359,0.041800000000000004
103,0.0337,0.041708333333333326
104,0.0304,0.0415
105,0.039,0.04095
106,0.0509,0.040633333333333334
107,0.0602,0.04083333333333333
108,0.0635,0.04193333333333333
109,0.0688,0.043333333333333335
110,0.0774,0.045224999999999994
111,0.0805,0.0482
112,0.0805,0.051675
113,0.0803,0.054933333333333334
114,0.0765,0.058425
115,0.065,0.06180833333333333
116,0.0604,0.06441666666666666
117,0.065,0.06691666666666667
118,0.067,0.06908333333333333
119,0.0622,0.070425
120,0.0791,0.07059166666666666
121,0.069,0.07189166666666667
122,0.0745,0.07190833333333334
123,0.0787,0.07166666666666667
124,0.0805,0.07151666666666666
125,0.0842,0.07151666666666667
126,0.0842,0.07184166666666668
127,0.0841,0.07248333333333333
128,0.0853,0.074075
129,0.0866,0.07615000000000001
130,0.0901,0.07795
131,0.0906,0.079875
132,0.104,0.08224166666666667
133,0.1063,0.08431666666666666
134,0.1034,0.08742499999999999
135,0.1005,0.08983333333333333
136,0.0961,0.09165000000000001
137,0.0915,0.09294999999999999
138,0.092,0.09355833333333334
139,0.0937,0.09420833333333332
140,0.0879,0.09500833333333335
141,0.0928,0.09522499999999999
142,0.0935,0.09574166666666666
143,0.1275,0.09602500000000001
144,0.1741,0.09910000000000001
145,0.181,0.10494166666666666
146,0.185,0.11116666666666668
147,0.156,0.11796666666666666
148,0.1462,0.12259166666666665
149,0.1395,0.12676666666666667
150,0.1225,0.13076666666666667
151,0.1378,0.13330833333333333
152,0.1558,0.13698333333333332
153,0.1633,0.14264166666666667
154,0.1604,0.14851666666666666
155,0.2017,0.15409166666666665
156,0.2072,0.160275
157,0.1979,0.16303333333333334
158,0.1933,0.16444166666666668
159,0.1982,0.16513333333333333
160,0.2001,0.16865
161,0.2067,0.17314166666666667
162,0.2098,0.17874166666666666
163,0.1977,0.18601666666666664
164,0.1977,0.19100833333333334
165,0.2096,0.19449999999999998
166,0.2235,0.1983583333333333
167,0.2612,0.20361666666666667
168,0.3342,0.20857499999999998
169,0.465,0.21915833333333334
170,0.4652,0.24141666666666664
171,0.4762,0.264075
172,0.521,0.2872416666666667
173,0.5183,0.31398333333333334
174,0.5518,0.33995
175,0.6753,0.36845
176,0.7529,0.40825
177,0.8708,0.4545166666666667
178,1.2377,0.5096166666666666
179,0.9894,0.5941333333333333
180,0.8445,0.6548166666666666
181,0.7491,0.6973416666666666
182,0.582,0.7210166666666668
183,0.528,0.73075
184,0.3909,0.7350666666666666
185,0.3009,0.7242250000000001
186,0.368,0.7061083333333332
187,0.4102,0.6907916666666667
188,0.3417,0.6687
189,0.3101,0.6344333333333333
190,0.2969,0.5877083333333333
191,0.2908,0.5093083333333334
192,0.3091,0.45109166666666667
193,0.2976,0.406475
194,0.3261,0.36884999999999996
195,0.3097,0.34752500000000003
196,0.3206,0.3293333333333333
197,0.2864,0.323475
198,0.2912,0.32226666666666665
199,0.2209,0.3158666666666667
200,0.1792,0.30009166666666665
201,0.177,0.28655
202,0.1737,0.2754583333333333
203,0.1664,0.26519166666666666
204,0.1839,0.25482499999999997
205,0.1894,0.24439166666666667
206,0.198,0.235375
207,0.2213,0.2247
208,0.1986,0.21733333333333335
209,0.1735,0.20716666666666664
210,0.1629,0.19775833333333334
211,0.1678,0.1870666666666667
212,0.1612,0.18264166666666667
213,0.1563,0.18114166666666665
214,0.1559,0.17941666666666667
215,0.1784,0.17793333333333336
216,0.1933,0.1789333333333333
217,0.187,0.17971666666666666
218,0.1706,0.17951666666666666
219,0.1673,0.17723333333333335
220,0.1616,0.17273333333333332
221,0.1594,0.16965
222,0.1418,0.168475
223,0.1561,0.16671666666666665
224,0.1801,0.16574166666666665
225,0.1975,0.16731666666666667
226,0.1766,0.17074999999999999
227,0.1764,0.17247500000000002
228,0.1669,0.1723083333333333
229,0.1814,0.17010833333333333
230,0.1865,0.16964166666666666
231,0.1724,0.17096666666666668
232,0.1731,0.1713916666666667
233,0.1795,0.17235
234,0.1878,0.174025
235,0.1956,0.17785833333333334
236,0.2182,0.18115
237,0.262,0.184325
238,0.303,0.18969999999999998
239,0.329,0.2002333333333333
240,0.381,0.21295
241,0.5,0.23079166666666664
242,0.433,0.25734166666666664
243,0.468,0.2778833333333333
244,0.6816,0.30251666666666666
245,0.679,0.34489166666666665
246,0.609,0.3865166666666667
247,0.7028,0.4216166666666667
248,0.7649,0.46388333333333337
249,0.894,0.5094416666666667
250,0.833,0.5621083333333333
251,0.633,0.606275
252,0.616,0.6316083333333334
253,0.532,0.6511916666666667
254,0.4966,0.6538583333333333
255,0.3931,0.6591583333333334
256,0.3305,0.6529166666666667
257,0.361,0.6236583333333333
258,0.3602,0.5971583333333333
259,0.33,0.576425
260,0.2568,0.5453583333333333
261,0.2655,0.5030166666666667
262,0.2622,0.45064166666666666
263,0.2851,0.403075
264,0.2862,0.3740833333333333
265,0.2884,0.3466
266,0.2484,0.3263
267,0.2103,0.3056166666666667
268,0.1792,0.2903833333333333
269,0.151,0.277775
270,0.1726,0.260275
271,0.149,0.24464166666666665
272,0.13,0.22955833333333334
273,0.1302,0.21899166666666667
274,0.1433,0.2077166666666667
275,0.1391,0.19780833333333336
276,0.1327,0.18564166666666668
277,0.1417,0.17285000000000003
278,0.1367,0.160625
279,0.1479,0.15131666666666668
280,0.2036,0.14611666666666667
281,0.2368,0.14815
282,0.2321,0.15530000000000002
283,0.2328,0.16025833333333334
284,0.2079,0.16724166666666665
285,0.2147,0.17373333333333332
286,0.1836,0.18077500000000002
287,0.1702,0.18413333333333334
288,0.1536,0.186725
289,0.1462,0.18846666666666664
290,0.1415,0.18884166666666669
291,0.1325,0.18924166666666664
292,0.1241,0.18795833333333334
293,0.1217,0.18133333333333335
294,0.1001,0.17174166666666668
295,0.089,0.16074166666666667
296,0.0904,0.14875833333333333
297,0.1025,0.13896666666666666
298,0.0961,0.12961666666666669
299,0.0783,0.122325
300,0.0796,0.11466666666666665
301,0.0816,0.1085
302,0.0844,0.10311666666666668
303,0.0754,0.09835833333333333
304,0.0622,0.0936
305,0.0613,0.08844166666666665
306,0.0708,0.08340833333333335
307,0.0968,0.08096666666666666
308,0.1129,0.08161666666666666
309,0.1105,0.08349166666666667
310,0.1208,0.08415833333333333
311,0.1173,0.08621666666666666
312,0.1067,0.08946666666666668
313,0.1235,0.091725
314,0.1533,0.09521666666666666
315,0.1837,0.10095833333333333
316,0.1691,0.10998333333333332
317,0.1401,0.11889166666666666
318,0.1224,0.12545833333333334
319,0.1228,0.12975833333333334
320,0.1032,0.131925
321,0.1188,0.1311166666666667
322,0.131,0.13180833333333333
323,0.1259,0.13265833333333332
324,0.1431,0.133375
325,0.1626,0.13640833333333333
326,0.1665,0.1396666666666667
327,0.1472,0.14076666666666668
328,0.1484,0.13772500000000001
329,0.142,0.136
330,0.1345,0.13615833333333333
331,0.1238,0.1371666666666667
332,0.1283,0.13725
333,0.1466,0.13934166666666667
334,0.1616,0.14165833333333336
335,0.1829,0.14420833333333336
336,0.2131,0.14895833333333333
337,0.1858,0.15479166666666666
338,0.1878,0.156725
339,0.1883,0.1585
340,0.1962,0.161925
341,0.233,0.16590833333333332
342,0.3092,0.17349166666666668
343,0.2457,0.18805000000000002
344,0.224,0.19820833333333332
345,0.2266,0.20618333333333336
346,0.239,0.21285
347,0.2473,0.21930000000000002
348,0.2127,0.22466666666666668
349,0.2324,0.22463333333333332
350,0.2544,0.22851666666666667
351,0.2681,0.23406666666666667
352,0.2641,0.24071666666666666
353,0.2787,0.246375
354,0.309,0.25018333333333337
355,0.3086,0.25016666666666665
356,0.3115,0.25540833333333335
357,0.3184,0.2627
358,0.3312,0.27035
359,0.2956,0.27803333333333335
360,0.313,0.28205833333333336
361,0.3229,0.29041666666666666
362,0.3386,0.2979583333333333
363,0.336,0.304975
364,0.3225,0.3106333333333333
365,0.286,0.3155
366,0.2643,0.3161083333333333
367,0.241,0.31238333333333335
368,0.243,0.30675
369,0.2164,0.3010416666666667
370,0.2217,0.29254166666666664
371,0.2147,0.28341666666666665
372,0.1941,0.276675
373,0.1876,0.26676666666666665
374,0.2015,0.2554916666666667
375,0.1875,0.24406666666666665
376,0.1671,0.23169166666666666
377,0.2028,0.21874166666666664
378,0.2273,0.21180833333333335
379,0.2086,0.20872499999999997
380,0.2048,0.206025
381,0.2011,0.20284166666666667
382,0.1903,0.20156666666666667
383,0.1984,0.19895
384,0.1833,0.19759166666666664
385,0.1728,0.19669166666666668
386,0.1812,0.19545833333333332
387,0.2086,0.19376666666666667
388,0.2114,0.19552500000000003
389,0.2284,0.19921666666666668
390,0.2273,0.20135
391,0.2162,0.20135000000000003
392,0.2053,0.20198333333333332
393,0.192,0.202025
394,0.1889,0.20126666666666668
395,0.1797,0.20115000000000002
396,0.1817,0.1995916666666667
397,0.1887,0.19945833333333332
398,0.2341,0.20078333333333334
399,0.2458,0.20519166666666666
400,0.2608,0.20829166666666665
401,0.2291,0.21240833333333334
402,0.2134,0.21246666666666666
403,0.2059,0.21130833333333332
404,0.2103,0.21045000000000003
405,0.2269,0.21086666666666665
406,0.2231,0.21377500000000002
407,0.2319,0.21662499999999998
408,0.2271,0.220975
409,0.2385,0.22475833333333337
410,0.2586,0.2289083333333333
411,0.2427,0.23095
412,0.2553,0.23069166666666666
413,0.2657,0.23023333333333332
414,0.2596,0.23328333333333331
415,0.2668,0.23713333333333333
416,0.2777,0.24220833333333333
417,0.2811,0.247825
418,0.3073,0.25234166666666663
419,0.3234,0.2593583333333333
420,0.3254,0.2669833333333333
421,0.3177,0.275175
422,0.3217,0.281775
423,0.302,0.2870333333333333
424,0.2981,0.291975
425,0.3091,0.29554166666666665
426,0.2996,0.29915833333333336
427,0.2862,0.30249166666666666
428,0.2577,0.3041083333333333
429,0.2604,0.30244166666666666
430,0.2641,0.3007166666666667
431,0.2714,0.29711666666666664
432,0.2762,0.29278333333333334
433,0.2824,0.28868333333333335
434,0.2846,0.28574166666666667
435,0.2641,0.28265
436,0.2511,0.2794916666666667
437,0.2683,0.27557499999999996
438,0.2824,0.272175
439,0.2727,0.27074166666666666
440,0.2628,0.26961666666666667
441,0.2452,0.2700416666666667
442,0.2363,0.268775
443,0.2368,0.2664583333333333
444,0.2357,0.263575
445,0.2383,0.2602
446,0.2449,0.256525
447,0.2491,0.2532166666666667
448,0.2447,0.2519666666666666
449,0.252,0.25143333333333334
450,0.2474,0.250075
451,0.2579,0.24715833333333334
452,0.2498,0.24592500000000003
453,0.2509,0.24484166666666665
454,0.2648,0.2453166666666667
455,0.2723,0.24769166666666667
456,0.254,0.25065
457,0.2363,0.252175
458,0.2169,0.25200833333333333
459,0.2134,0.249675
460,0.2035,0.2467
461,0.1786,0.24326666666666666
462,0.1901,0.23715
463,0.1882,0.232375
464,0.1594,0.22656666666666667
465,0.1645,0.21903333333333333
466,0.1777,0.21183333333333335
467,0.1781,0.20457499999999998
468,0.1788,0.196725
469,0.1504,0.1904583333333333
470,0.1329,0.18330000000000002
471,0.1195,0.1763
472,0.1263,0.168475
473,0.1332,0.16204166666666667
474,0.1186,0.1582583333333333
475,0.1263,0.1523
476,0.147,0.14714166666666667
477,0.1488,0.14610833333333334
478,0.1435,0.14479999999999998
479,0.1318,0.14195
480,0.1241,0.13809166666666667
481,0.1173,0.1335333333333333
482,0.1127,0.130775
483,0.1325,0.1290916666666667
484,0.1526,0.13017499999999999
485,0.1845,0.13236666666666666
486,0.2125,0.13664166666666666
487,0.2302,0.14446666666666666
488,0.2211,0.15312499999999998
489,0.237,0.1593
490,0.2189,0.16665
491,0.2209,0.17293333333333336
492,0.2275,0.18035833333333331
493,0.2176,0.188975
494,0.2044,0.19733333333333333
495,0.1939,0.20497500000000002
496,0.2113,0.21009166666666665
497,0.1993,0.21498333333333333
498,0.1938,0.21621666666666664
499,0.1788,0.2146583333333333
500,0.1662,0.21037499999999998
501,0.1497,0.2058
502,0.1695,0.19852499999999998
503,0.1727,0.19440833333333332
